1	935447	935570	1	104.010000
1	999281	999398	2	59.860000
1	1141953	1142047	3	56.310000
1	1244225	1244348	4	64.360000
1	1302437	1302516	5	54.990000
1	1362764	1362898	6	65.590000
1	1510205	1510309	7	50.290000
1	1677253	1677372	8	75.940000
1	2064802	2064888	9	51.430000
1	2460650	2460787	10	54.650000
1	2584287	2584402	11	62.890000
1	2592360	2592433	12	55.960000
1	2599613	2599852	13	50.350000
1	2605932	2606145	14	54.670000
1	2614046	2614306	15	51.010000
1	2621743	2621903	16	69.960000
1	2625402	2625562	17	55.370000
1	3022295	3022374	18	73.620000
1	3817055	3817270	19	97.680000
1	3817288	3817493	20	86.700000
1	4160021	4160108	21	56.120000
1	5570095	5570172	22	51.860000
1	6614500	6614651	23	60.550000
1	8002650	8002710	24	78.400000
1	8227253	8227386	25	77.240000
1	8763182	8763278	26	52.200000
1	8923773	8923944	27	75.580000
1	8933618	8933790	28	88.370000
1	9320235	9320343	29	55.180000
1	9749649	9749742	30	50.350000
1	9749970	9750055	31	51.720000
1	9992498	9992602	32	53.280000
1	9996250	9996351	33	52.200000
1	10458930	10459017	34	69.870000
1	10459592	10459683	35	52.180000
1	10854060	10854172	36	62.580000
1	11741026	11741150	37	67.800000
1	11742652	11742764	38	98.880000
1	11969580	11969691	39	82.890000
1	12138972	12139086	40	55.640000
1	12290001	12290116	41	63.370000
1	13890302	13890383	42	50.940000
1	16302556	16302656	43	67.400000
1	16442396	16442519	44	88.950000
1	16442575	16442824	45	122.770000
1	16494239	16494371	46	62.070000
1	16693487	16693655	47	71.180000
1	16861686	16861929	48	92.400000
1	17764192	17764273	49	54.590000
1	17988205	17988298	50	61.210000
1	19578248	19578368	51	51.750000
1	19967070	19967153	52	54.890000
1	19967166	19967217	53	82.180000
1	20834564	20834678	54	61.770000
1	21506619	21506718	55	51.490000
1	21985670	21985764	56	52.060000
1	22109649	22109755	57	57.480000
1	23494235	23494381	58	96.110000
1	23684137	23684290	59	51.740000
1	23697450	23697627	60	122.150000
1	23745794	23745915	61	98.180000
1	23881485	23881673	62	88.130000
1	24926118	24926225	63	58.430000
1	25051967	25052141	64	76.280000
1	26051606	26051687	65	55.030000
1	26137411	26137553	66	67.780000
1	26232544	26232722	67	108.320000
1	26361812	26361918	68	57.250000
1	26496256	26496398	69	52.740000
1	26947150	26947261	70	58.650000
1	27153570	27153696	71	69.490000
1	27816774	27816865	72	50.050000
1	27929102	27929176	73	50.910000
1	28634133	28634241	74	50.320000
1	28696083	28696195	75	56.400000
1	29062991	29063055	76	82.180000
1	29063099	29063199	77	54.780000
1	29310617	29310724	78	50.550000
1	29451222	29451362	79	90.080000
1	31611179	31611266	80	94.940000
1	32170909	32171023	81	56.880000
1	32538397	32538472	82	51.240000
1	33202400	33202619	83	121.520000
1	33502661	33502788	84	50.170000
1	33829632	33829744	85	62.880000
1	33896087	33896201	86	52.680000
1	35432912	35433018	87	56.520000
1	35657706	35657787	88	57.390000
1	35831121	35831230	89	55.830000
1	36126741	36126839	90	63.540000
1	36396451	36396587	91	74.660000
1	36615012	36615110	92	58.330000
1	36869415	36869530	93	50.820000
1	36929901	36930003	94	52.290000
1	37051868	37051958	95	54.790000
1	37236945	37237095	96	60.710000
1	37313568	37313662	97	52.200000
1	38687474	38687606	98	57.300000
1	38751724	38751820	99	63.590000
1	39269795	39269951	100	64.900000
1	39325519	39325626	101	50.550000
1	39419320	39419435	102	57.290000
1	39456545	39456679	103	84.410000
1	40367979	40368108	104	71.250000
1	40626910	40627021	105	61.360000
1	40915917	40916003	106	52.200000
1	41157875	41157987	107	58.390000
1	41784272	41784357	108	51.720000
1	42324282	42324372	109	52.450000
1	42717748	42717850	110	51.720000
1	43474462	43474616	111	78.770000
1	43918743	43918919	112	91.670000
1	43960023	43960125	113	51.720000
1	44081082	44081191	114	52.360000
1	44126159	44126323	115	136.100000
1	44412148	44412311	116	76.160000
1	44805571	44805658	117	53.280000
1	45008860	45009213	118	316.920000
1	45265463	45265589	119	50.390000
1	45309033	45309162	120	61.750000
1	45956840	45956925	121	53.850000
1	45965817	45965916	122	57.150000
1	45987550	45987652	123	74.510000
1	46016338	46016442	124	51.240000
1	46553786	46553892	125	56.520000
1	46598317	46598428	126	86.430000
1	47041648	47041706	127	68.780000
1	47489234	47489299	128	71.550000
1	47715598	47715731	129	60.180000
1	47799827	47799914	130	67.810000
1	50882575	50882673	131	62.200000
1	50886092	50886214	132	58.670000
1	53018692	53018786	133	57.730000
1	54411379	54411491	134	51.200000
1	54659366	54659437	135	53.820000
1	55279317	55279420	136	56.030000
1	55315938	55316012	137	50.910000
1	57577938	57578027	138	52.200000
1	59783592	59783712	139	64.360000
1	62190816	62190916	140	54.790000
1	62207975	62208071	141	52.200000
1	62866716	62866870	142	59.630000
1	62866907	62867059	143	82.830000
1	63369994	63370071	144	59.860000
1	63655591	63655706	145	54.510000
1	63760582	63760683	146	57.720000
1	64240902	64241090	147	139.930000
1	65681510	65681653	148	51.510000
1	67396369	67396505	149	87.580000
1	67603031	67603143	150	55.160000
1	67924848	67924975	151	62.160000
1	68759791	68759965	152	134.590000
1	68930679	68930873	153	110.630000
1	69709987	69710212	154	254.130000
1	71928129	71928192	155	108.540000
1	72938034	72938127	156	59.770000
1	74710961	74711140	157	214.390000
1	74858056	74858147	158	60.310000
1	76095821	76095904	159	64.360000
1	76777259	76777374	160	64.360000
1	77138839	77138937	161	56.700000
1	78445182	78445258	162	64.160000
1	78620870	78620978	163	56.060000
1	78703105	78703226	164	83.220000
1	79695495	79695568	165	64.160000
1	80645343	80645401	166	78.080000
1	81777971	81778064	167	59.770000
1	82254004	82254099	168	59.240000
1	82386128	82386266	169	87.030000
1	82691649	82691759	170	55.610000
1	83503014	83503096	171	62.640000
