chr1	762561	762562	190	chr1	762717	762718	m	7.10638	-	156
chr1	762608	762609	148	chr1	762717	762718	m	7.10638	-	109
chr1	762774	762775	201	chr1	762717	762718	m	7.10638	-	-57
chr1	763099	763100	201	chr1	762717	762718	m	7.10638	-	-382
chr1	763099	763100	201	chr1	762717	762718	m	7.10638	-	-382
chr1	850155	850156	220	chr1	850597	850598	m	6.79934	-	442
chr1	850303	850304	157	chr1	850597	850598	m	6.79934	-	294
chr1	850423	850424	148	chr1	850597	850598	m	6.79934	-	174
chr1	850547	850548	105	chr1	850597	850598	m	6.79934	-	50
chr1	850809	850810	141	chr1	850597	850598	m	6.79934	-	-212
chr1	850871	850872	153	chr1	850597	850598	m	6.79934	-	-274
chr1	851028	851029	143	chr1	850597	850598	m	6.79934	-	-431
chr1	851053	851054	173	chr1	850597	850598	m	6.79934	-	-456
chr1	1550398	1550399	179	chr1	1550798	1550799	m	9.37795	-	400
chr1	1550572	1550573	181	chr1	1550798	1550799	m	9.37795	-	226
chr1	1550685	1550686	93	chr1	1550798	1550799	m	9.37795	-	113
chr1	1550692	1550693	167	chr1	1550798	1550799	m	9.37795	-	106
chr1	1551058	1551059	170	chr1	1550798	1550799	m	9.37795	-	-260
chr1	1551066	1551067	184	chr1	1550798	1550799	m	9.37795	-	-268
chr1	1591004	1591005	150	chr1	1590737	1590738	m	7.25432	-	-267
chr1	1591017	1591018	176	chr1	1590737	1590738	m	7.25432	-	-280
chr1	1591236	1591237	90	chr1	1590737	1590738	m	7.25432	-	-499
chr1	1655717	1655718	162	chr1	1655770	1655771	m	7.37131	-	53
chr1	2479958	2479959	167	chr1	2480367	2480368	m	7.57113	+	-409
chr1	2480663	2480664	155	chr1	2480367	2480368	m	7.57113	+	296
chr1	2480807	2480808	148	chr1	2480367	2480368	m	7.57113	+	440
chr1	2480849	2480850	145	chr1	2480367	2480368	m	7.57113	+	482
chr1	3541188	3541189	164	chr1	3541355	3541356	m	9.61718	+	-167
chr1	3541337	3541338	92	chr1	3541355	3541356	m	9.61718	+	-18
chr1	3773798	3773799	101	chr1	3774028	3774029	m	6.83299	-	230
chr1	3774158	3774159	173	chr1	3774028	3774029	m	6.83299	-	-130
chr1	3774236	3774237	162	chr1	3774028	3774029	m	6.83299	-	-208
chr1	3774452	3774453	181	chr1	3774028	3774029	m	6.83299	-	-424
chr1	6116958	6116959	130	chr1	6117368	6117369	m	9.2983	+	-410
chr1	6117055	6117056	82	chr1	6117368	6117369	m	9.2983	+	-313
chr1	6117057	6117058	150	chr1	6117368	6117369	m	9.2983	+	-311
chr1	6117159	6117160	144	chr1	6117368	6117369	m	9.2983	+	-209
chr1	7422698	7422699	164	chr1	7423130	7423131	m	7.60941	+	-432
chr1	7422710	7422711	142	chr1	7423130	7423131	m	7.60941	+	-420
chr1	7422740	7422741	107	chr1	7423130	7423131	m	7.60941	+	-390
chr1	7423220	7423221	153	chr1	7423130	7423131	m	7.60941	+	90
chr1	7423222	7423223	156	chr1	7423130	7423131	m	7.60941	+	92
chr1	7423243	7423244	154	chr1	7423130	7423131	m	7.60941	+	113
chr1	7423495	7423496	137	chr1	7423130	7423131	m	7.60941	+	365
chr1	7423518	7423519	161	chr1	7423130	7423131	m	7.60941	+	388
chr1	7423590	7423591	170	chr1	7423130	7423131	m	7.60941	+	460
chr1	7887285	7887286	192	chr1	7887234	7887235	m	6.96198	+	51
chr1	7887347	7887348	196	chr1	7887443	7887444	m	9.20403	+	-96
chr1	7887393	7887394	168	chr1	7887443	7887444	m	9.20403	+	-50
chr1	7887495	7887496	189	chr1	7887443	7887444	m	9.20403	+	52
chr1	7887805	7887806	164	chr1	7887443	7887444	m	9.20403	+	362
chr1	7887864	7887865	159	chr1	7887443	7887444	m	9.20403	+	421
chr1	7887900	7887901	184	chr1	7887443	7887444	m	9.20403	+	457
chr1	10134235	10134236	159	chr1	10134538	10134539	m	9.1328	-	303
chr1	10134299	10134300	183	chr1	10134538	10134539	m	9.1328	-	239
chr1	10134366	10134367	159	chr1	10134538	10134539	m	9.1328	-	172
chr1	10134393	10134394	122	chr1	10134538	10134539	m	9.1328	-	145
chr1	10134497	10134498	167	chr1	10134538	10134539	m	9.1328	-	41
chr1	10134555	10134556	152	chr1	10134538	10134539	m	9.1328	-	-17
chr1	10134575	10134576	148	chr1	10134538	10134539	m	9.1328	-	-37
chr1	10134874	10134875	174	chr1	10134538	10134539	m	9.1328	-	-336
chr1	10134974	10134975	169	chr1	10134538	10134539	m	9.1328	-	-436
chr1	10135001	10135002	136	chr1	10134538	10134539	m	9.1328	-	-463
chr1	10135016	10135017	116	chr1	10134538	10134539	m	9.1328	-	-478
chr1	10135035	10135036	141	chr1	10134538	10134539	m	9.1328	-	-497
chr1	10658079	10658080	162	chr1	10658576	10658577	m	7.68723	-	497
chr1	10658092	10658093	162	chr1	10658576	10658577	m	7.68723	-	484
chr1	10658268	10658269	174	chr1	10658576	10658577	m	7.68723	-	308
chr1	10658414	10658415	173	chr1	10658576	10658577	m	7.68723	-	162
chr1	10658483	10658484	117	chr1	10658576	10658577	m	7.68723	-	93
chr1	10659038	10659039	145	chr1	10658576	10658577	m	7.68723	-	-462
chr1	10797949	10797950	152	chr1	10798392	10798393	m	9.2089	+	-443
chr1	10798063	10798064	142	chr1	10798392	10798393	m	9.2089	+	-329
chr1	10798282	10798283	138	chr1	10798392	10798393	m	9.2089	+	-110
chr1	10798348	10798349	156	chr1	10798392	10798393	m	9.2089	+	-44
chr1	10798366	10798367	193	chr1	10798392	10798393	m	9.2089	+	-26
chr1	10798417	10798418	154	chr1	10798392	10798393	m	9.2089	+	25
chr1	10798482	10798483	159	chr1	10798392	10798393	m	9.2089	+	90
chr1	10798758	10798759	154	chr1	10798392	10798393	m	9.2089	+	366
chr1	10798788	10798789	138	chr1	10798392	10798393	m	9.2089	+	396
chr1	11865093	11865094	96	chr1	11865575	11865576	m	7.17546	+	-482
chr1	11865240	11865241	136	chr1	11865575	11865576	m	7.17546	+	-335
chr1	11865361	11865362	152	chr1	11865575	11865576	m	7.17546	+	-214
chr1	11865381	11865382	219	chr1	11865575	11865576	m	7.17546	+	-194
chr1	11865867	11865868	148	chr1	11865575	11865576	m	7.17546	+	292
chr1	12221557	12221558	149	chr1	12222047	12222048	m	6.90197	-	490
chr1	12221821	12221822	173	chr1	12222047	12222048	m	6.90197	-	226
chr1	12221859	12221860	161	chr1	12222047	12222048	m	6.90197	-	188
chr1	12221914	12221915	152	chr1	12222047	12222048	m	6.90197	-	133
chr1	12221926	12221927	173	chr1	12222047	12222048	m	6.90197	-	121
chr1	12221933	12221934	170	chr1	12222047	12222048	m	6.90197	-	114
chr1	12222112	12222113	189	chr1	12222047	12222048	m	6.90197	-	-65
chr1	12222125	12222126	146	chr1	12222047	12222048	m	6.90197	-	-78
chr1	12222131	12222132	156	chr1	12222047	12222048	m	6.90197	-	-84
chr1	12222190	12222191	182	chr1	12222047	12222048	m	6.90197	-	-143
chr1	12222207	12222208	169	chr1	12222047	12222048	m	6.90197	-	-160
chr1	12222209	12222210	148	chr1	12222047	12222048	m	6.90197	-	-162
chr1	12222212	12222213	146	chr1	12222047	12222048	m	6.90197	-	-165
chr1	12222278	12222279	153	chr1	12222047	12222048	m	6.90197	-	-231
chr1	12222395	12222396	199	chr1	12222047	12222048	m	6.90197	-	-348
chr1	12222528	12222529	175	chr1	12222047	12222048	m	6.90197	-	-481
chr1	12589489	12589490	190	chr1	12589547	12589548	m	8.82103	+	-58
chr1	12589583	12589584	137	chr1	12589547	12589548	m	8.82103	+	36
chr1	12589779	12589780	157	chr1	12589547	12589548	m	8.82103	+	232
chr1	12589785	12589786	71	chr1	12589547	12589548	m	8.82103	+	238
chr1	14546367	14546368	133	chr1	14546863	14546864	m	7.62063	-	496
chr1	14546397	14546398	157	chr1	14546863	14546864	m	7.62063	-	466
chr1	14546484	14546485	165	chr1	14546863	14546864	m	7.62063	-	379
chr1	14546505	14546506	182	chr1	14546863	14546864	m	7.62063	-	358
chr1	14546615	14546616	174	chr1	14546863	14546864	m	7.62063	-	248
chr1	14546618	14546619	169	chr1	14546863	14546864	m	7.62063	-	245
chr1	14546742	14546743	90	chr1	14546863	14546864	m	7.62063	-	121
chr1	14546790	14546791	166	chr1	14546863	14546864	m	7.62063	-	73
chr1	14546900	14546901	101	chr1	14546863	14546864	m	7.62063	-	-37
chr1	14546994	14546995	149	chr1	14546863	14546864	m	7.62063	-	-131
chr1	14547030	14547031	124	chr1	14546863	14546864	m	7.62063	-	-167
chr1	16060629	16060630	112	chr1	16061047	16061048	m	6.96532	+	-418
chr1	16060675	16060676	171	chr1	16061047	16061048	m	6.96532	+	-372
chr1	16060877	16060878	125	chr1	16061047	16061048	m	6.96532	+	-170
chr1	16061349	16061350	182	chr1	16061047	16061048	m	6.96532	+	302
chr1	16061476	16061477	166	chr1	16061047	16061048	m	6.96532	+	429
chr1	16065525	16065526	152	chr1	16065946	16065947	m	7.2509	+	-421
chr1	16065535	16065536	171	chr1	16065946	16065947	m	7.2509	+	-411
chr1	16065627	16065628	156	chr1	16065946	16065947	m	7.2509	+	-319
